group	feature	value	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	interaction	gene	metric	level	hypothesis_short_plot
gpa_dsDNA_30nt_seed10_model_0	pTM_A	0.87	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	A	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pTM_DNA	0.215	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	DNA	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pTM_MG	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	MG	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pTM_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	C	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pTM_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	rep	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_A	0.74	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	A	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_DNA	0.405	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	DNA	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_MG	0.38	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	MG	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	C	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	NA	rep	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_A_DNA	0.68	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_A_MG	0.86	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-MG	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_DNA_MG	0.14	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-MG	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_C_MG	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-MG	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_MG_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	MG-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_A_DNA	0.505838	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0chn_A_DNA	0.638852	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0dom_A_DNA	0.625903	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_af_ipSAE_15_A_DNA	0.86	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_d0chn_ipSAE_15_A_DNA	0.593426	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ_ipSAE_15_A_DNA	0.2331	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ2_ipSAE_15_A_DNA	0.1944	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	LIS_ipSAE_15_A_DNA	0.318	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-DNA	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0chn_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0dom_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_af_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_d0chn_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ2_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	LIS_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-C	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0chn_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0dom_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_af_ipSAE_15_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_d0chn_ipSAE_15_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ_ipSAE_15_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ2_ipSAE_15_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	LIS_ipSAE_15_A_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	A-rep	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0chn_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0dom_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_af_ipSAE_15_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_d0chn_ipSAE_15_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ_ipSAE_15_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ2_ipSAE_15_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	LIS_ipSAE_15_C_DNA	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-DNA	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0chn_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0dom_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_af_ipSAE_15_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_d0chn_ipSAE_15_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ_ipSAE_15_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ2_ipSAE_15_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	LIS_ipSAE_15_C_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	C-rep	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0chn_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipSAE_d0dom_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_af_ipSAE_15_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	ipTM_d0chn_ipSAE_15_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ_ipSAE_15_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	pDockQ2_ipSAE_15_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_0	LIS_ipSAE_15_DNA_rep	NA	gpa_dsDNA_30nt	10	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m0	DNA-rep	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pTM_A	0.85	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	A	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pTM_DNA	0.215	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	DNA	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pTM_MG	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	MG	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pTM_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	C	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pTM_rep	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	rep	pTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_A	0.72	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	A	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_DNA	0.385	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	DNA	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_MG	0.36	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	MG	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	C	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_rep	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	NA	rep	ipTM	chain	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_A_DNA	0.66	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_A_MG	0.84	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-MG	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_DNA_MG	0.13	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	DNA-MG	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_C_MG	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	C-MG	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_A_rep	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_C_DNA	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	C-DNA	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_C_rep	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	C-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_DNA_rep	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	DNA-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_MG_rep	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	MG-rep	NA	ipTM	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipSAE_A_DNA	0.490955	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipSAE_d0chn_A_DNA	0.640678	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipSAE_d0dom_A_DNA	0.62041	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_af_ipSAE_15_A_DNA	0.84	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_d0chn_ipSAE_15_A_DNA	0.570925	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pDockQ_ipSAE_15_A_DNA	0.3091	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	pDockQ_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pDockQ2_ipSAE_15_A_DNA	0.2385	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	pDockQ2_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	LIS_ipSAE_15_A_DNA	0.314	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-DNA	NA	LIS_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipSAE_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	ipSAE	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipSAE_d0chn_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	ipSAE_d0chn	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipSAE_d0dom_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	ipSAE_d0dom	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_af_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	ipTM_af_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	ipTM_d0chn_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	ipTM_d0chn_ipSAE_15	pair	A-dsDNA
gpa_dsDNA_30nt_seed10_model_1	pDockQ_ipSAE_15_A_C	NA	gpa_dsDNA_30nt	10	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s10-m1	A-C	NA	pDockQ_ipSAE_15	pair	A-dsDNA
