group	feature	value	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	interaction	gene	metric	level	hypothesis_short_plot
gpa_noDNA_gpc_seed10_model_3	pTM_MG	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	MG	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	pTM_C	0.52	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	C	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	pTM_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	rep	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_A	0.46	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	A	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	DNA	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_MG	0.41	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	MG	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_C	0.07	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	C	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	NA	rep	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_A_MG	0.8	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-MG	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_DNA_MG	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-MG	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_A_C	0.12	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_C_MG	0.02	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-MG	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_MG_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	MG-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0chn_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0dom_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_af_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_d0chn_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ2_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	LIS_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-DNA	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_A_C	0	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0chn_A_C	0	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0dom_A_C	0	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_af_ipSAE_15_A_C	0.12	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_d0chn_ipSAE_15_A_C	0.084657	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ_ipSAE_15_A_C	0.0871	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ2_ipSAE_15_A_C	0.0092	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	LIS_ipSAE_15_A_C	0	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-C	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0chn_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0dom_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_af_ipSAE_15_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_d0chn_ipSAE_15_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ_ipSAE_15_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ2_ipSAE_15_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	LIS_ipSAE_15_A_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	A-rep	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0chn_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0dom_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_af_ipSAE_15_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_d0chn_ipSAE_15_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ_ipSAE_15_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ2_ipSAE_15_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	LIS_ipSAE_15_C_DNA	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-DNA	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0chn_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0dom_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_af_ipSAE_15_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_d0chn_ipSAE_15_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ_ipSAE_15_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ2_ipSAE_15_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	LIS_ipSAE_15_C_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	C-rep	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0chn_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipSAE_d0dom_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_af_ipSAE_15_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	ipTM_d0chn_ipSAE_15_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ_ipSAE_15_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	pDockQ2_ipSAE_15_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_3	LIS_ipSAE_15_DNA_rep	NA	gpa_noDNA_gpc	10	3	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m3	DNA-rep	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	pTM_A	0.82	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	A	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	pTM_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	DNA	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	pTM_MG	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	MG	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	pTM_C	0.54	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	C	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	pTM_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	rep	pTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_A	0.48	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	A	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	DNA	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_MG	0.42	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	MG	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_C	0.07	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	C	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	NA	rep	ipTM	chain	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_A_MG	0.82	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-MG	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_DNA_MG	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	DNA-MG	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_A_C	0.13	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_C_MG	0.02	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	C-MG	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_A_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_C_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	C-DNA	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_C_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	C-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_DNA_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	DNA-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_MG_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	MG-rep	NA	ipTM	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_d0chn_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_d0dom_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_af_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_d0chn_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	pDockQ_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	pDockQ2_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	LIS_ipSAE_15_A_DNA	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-DNA	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_A_C	0	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_d0chn_A_C	0	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	ipSAE_d0chn	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_d0dom_A_C	0	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	ipSAE_d0dom	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_af_ipSAE_15_A_C	0.13	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	ipTM_af_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipTM_d0chn_ipSAE_15_A_C	0.085768	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	ipTM_d0chn_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	pDockQ_ipSAE_15_A_C	0.0869	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	pDockQ_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	pDockQ2_ipSAE_15_A_C	0.0092	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	pDockQ2_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	LIS_ipSAE_15_A_C	0	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-C	NA	LIS_ipSAE_15	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_A_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-rep	NA	ipSAE	pair	A-C
gpa_noDNA_gpc_seed10_model_4	ipSAE_d0chn_A_rep	NA	gpa_noDNA_gpc	10	4	gpa	NA	NA	noDNA	gpc	+ C	A	A-noDNA-gpc	A-noDNA-gpc-s10-m4	A-rep	NA	ipSAE_d0chn	pair	A-C
