group	n_total_A_mut_interact_DNA	a_exposed_outcome_A_mut_interact_DNA	b_exposed_no_outcome_A_mut_interact_DNA	c_unexp_outcome_A_mut_interact_DNA	d_unexp_no_outcome_A_mut_interact_DNA	odds_ratio_A_mut_interact_DNA	conf_low_A_mut_interact_DNA	conf_high_A_mut_interact_DNA	log_or_ln_A_mut_interact_DNA	log_or_log10_A_mut_interact_DNA	log_conf_low_ln_A_mut_interact_DNA	log_conf_high_ln_A_mut_interact_DNA	log_conf_low_log10_A_mut_interact_DNA	log_conf_high_log10_A_mut_interact_DNA	p_value_A_mut_interact_DNA	p_value_adj_BH_A_mut_interact_DNA	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot	iptm	ptm	ranking_score	has_clash	fraction_disordered	num_recycles	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_dsDNA_30nt_seed5_model_2	4832	310	644	835	3043	1.7541083279224123	1.495732269453168	2.0546836013545953	0.5619606525459757	0.24405641044746781	0.4026158992669971	0.7201218708167586	0.17485386337817233	0.3127449547935646	3.594292950153646e-12	5.950816142638487e-12	gpa_dsDNA_30nt	5	2	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s5-m2	A-dsDNA	0.65	0.85	0.7	0	0.03	10	0.87	0.215	NA	NA	NA	0.71	0.38	0.39	NA	NA	0.64	0.86	0.16	NA	NA	NA	NA	NA	NA	NA	0.494862	0.668532	0.65288	0.86	0.53263	0.2673	0.1037	0.3334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed5_model_3	4832	300	519	845	3168	2.1667301603648457	1.837227808869556	2.5529199103160476	0.7732191925878799	0.33580482864260397	0.6082578099048883	0.9372377669549136	0.26416301041625007	0.4070371904198449	3.9496450107379053e-20	9.494338968119964e-20	gpa_dsDNA_30nt	5	3	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s5-m3	A-dsDNA	0.64	0.84	0.7	0	0.04	10	0.85	0.20500000000000002	NA	NA	NA	0.71	0.38	0.38	NA	NA	0.64	0.87	0.14	NA	NA	NA	NA	NA	NA	NA	0.492916	0.640733	0.619278	0.87	0.555759	0.2139	0.1586	0.3215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed5_model_4	4832	288	593	857	3094	1.7532510674498882	1.4883749589326556	2.0624850727850133	0.5614718172753581	0.24384411198687891	0.39768489319713357	0.7239116017629393	0.17271235465179915	0.31439081403138885	1.651076898312957e-11	2.5479581764088845e-11	gpa_dsDNA_30nt	5	4	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s5-m4	A-dsDNA	0.64	0.84	0.69	0	0.03	10	0.86	0.2	NA	NA	NA	0.7	0.37	0.36	NA	NA	0.63	0.85	0.12	NA	NA	NA	NA	NA	NA	NA	0.453161	0.645798	0.627601	0.85	0.547864	0.2575	0.1168	0.3138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed6_model_0	4832	292	577	853	3110	1.8448971340795348	1.5662049513669438	2.1704320921769433	0.6124235220517538	0.26597215621483117	0.44865546471837875	0.7749262685493171	0.19484859260293097	0.3365462023128459	1.9789912341392588e-13	3.719908334848231e-13	gpa_dsDNA_30nt	6	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s6-m0	A-dsDNA	0.7	0.84	0.75	0	0.04	10	0.85	0.23	NA	NA	NA	0.75	0.42	0.39	NA	NA	0.71	0.87	0.15	NA	NA	NA	NA	NA	NA	NA	0.535472	0.651824	0.63431	0.87	0.62059	0.2864	0.2742	0.3324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed6_model_1	4832	287	548	858	3139	1.915801904576734	1.6235681444561647	2.2579003446984207	0.6501362841078941	0.2823506006731432	0.48462628547487757	0.8144353304304137	0.21047052156700935	0.3537047698729803	1.3555424543803385e-14	2.668390658229013e-14	gpa_dsDNA_30nt	6	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s6-m1	A-dsDNA	0.64	0.84	0.69	0	0.04	10	0.85	0.21	NA	NA	NA	0.71	0.38	0.37	NA	NA	0.64	0.87	0.13	NA	NA	NA	NA	NA	NA	NA	0.468214	0.647871	0.631164	0.87	0.541748	0.2482	0.125	0.3183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed6_model_2	4832	284	531	861	3156	1.960189437691588	1.659394729807082	2.3129126015764987	0.6730411204553968	0.29229804470776066	0.5064529152800552	0.8385075967924279	0.21994970644994305	0.36415922232090825	2.4554599665711446e-15	5.158529341536018e-15	gpa_dsDNA_30nt	6	2	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s6-m2	A-dsDNA	0.62	0.83	0.68	0	0.04	10	0.84	0.19	NA	NA	NA	0.69	0.34	0.35	NA	NA	0.61	0.86	0.09	NA	NA	NA	NA	NA	NA	NA	0.381969	0.614303	0.590599	0.86	0.512491	0.2232	0.1385	0.2739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed6_model_3	4832	304	621	841	3066	1.784511533263524	1.5194638972124428	2.0932370923913197	0.5791447269496214	0.2515193591375861	0.41835757344285235	0.7387117157828167	0.18169038560866518	0.3208184218817606	1.3992283502121708e-12	2.4292158857850188e-12	gpa_dsDNA_30nt	6	3	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s6-m3	A-dsDNA	0.62	0.83	0.68	0	0.03	10	0.85	0.20500000000000002	NA	NA	NA	0.69	0.365	0.36	NA	NA	0.61	0.85	0.12	NA	NA	NA	NA	NA	NA	NA	0.436326	0.668891	0.649326	0.85	0.517885	0.2654	0.1081	0.302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed6_model_4	4832	280	529	865	3158	1.9321550880749763	1.6345679206422055	2.2812541965561874	0.6586360058993279	0.2860419829448757	0.4913785007037216	0.8247253779332465	0.21340297138151942	0.35817368072198286	1.2651778339265137e-14	2.510273480012924e-14	gpa_dsDNA_30nt	6	4	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s6-m4	A-dsDNA	0.61	0.83	0.68	0	0.04	10	0.85	0.195	NA	NA	NA	0.68	0.35	0.35	NA	NA	0.61	0.84	0.1	NA	NA	NA	NA	NA	NA	NA	0.415835	0.647188	0.626147	0.84	0.500235	0.2505	0.1106	0.2899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed7_model_0	4832	276	571	869	3116	1.7329080941015271	1.4675898779183785	2.04364899336266	0.5498009764948227	0.23877553023672096	0.38362151644493714	0.7147369322342361	0.1666047077313938	0.3104063056817872	7.058230967379652e-11	1.0629865914728392e-10	gpa_dsDNA_30nt	7	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s7-m0	A-dsDNA	0.71	0.87	0.76	0	0.04	10	0.88	0.235	NA	NA	NA	0.76	0.435	0.4	NA	NA	0.71	0.87	0.17	NA	NA	NA	NA	NA	NA	NA	0.505817	0.617702	0.6073	0.87	0.601219	0.3256	0.2444	0.3045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed7_model_1	4832	288	581	857	3106	1.7963773370565868	1.5243846731143726	2.114123896038957	0.5857720463962369	0.2543975674030613	0.42159083559439897	0.7486404931285031	0.18309457351962852	0.32513043509503825	2.651507814064547e-12	4.478898334568492e-12	gpa_dsDNA_30nt	7	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s7-m1	A-dsDNA	0.71	0.87	0.76	0	0.03	10	0.88	0.23	NA	NA	NA	0.76	0.42	0.39	NA	NA	0.71	0.87	0.15	NA	NA	NA	NA	NA	NA	NA	0.469917	0.604355	0.592011	0.87	0.592339	0.2635	0.1684	0.2828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed7_model_2	4832	273	552	872	3135	1.777906408392851	1.503852123666271	2.098937715446869	0.575436497007064	0.249908895335905	0.40802989866331546	0.7414313669570058	0.17720513344102093	0.32199955137941266	1.2788628159091833e-11	2.0107905910521752e-11	gpa_dsDNA_30nt	7	2	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s7-m2	A-dsDNA	0.7	0.87	0.75	0	0.04	10	0.88	0.23	NA	NA	NA	0.75	0.425	0.4	NA	NA	0.7	0.87	0.17	NA	NA	NA	NA	NA	NA	NA	0.507603	0.610439	0.597789	0.87	0.585147	0.2776	0.203	0.3091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed7_model_3	4832	292	551	853	3136	1.9480483347257975	1.652230775131197	2.2942617161320684	0.6668280174000945	0.2895997283353466	0.5021263597317782	0.8304110994412539	0.21807070724967847	0.36064295819854914	1.9858042946454023e-15	4.207212488655514e-15	gpa_dsDNA_30nt	7	3	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s7-m3	A-dsDNA	0.66	0.85	0.73	0	0.05	10	0.87	0.20500000000000002	NA	NA	NA	0.72	0.38	0.36	NA	NA	0.66	0.86	0.13	NA	NA	NA	NA	NA	NA	NA	0.436044	0.579317	0.566115	0.86	0.539109	0.2734	0.1731	0.2757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed7_model_4	4832	289	566	856	3121	1.8614577748590533	1.5790183738097192	2.1917935628204526	0.6213599306777424	0.2698531891691306	0.45680337156408	0.7847201871053716	0.19838718358508078	0.3407996470979502	1.3474397027113368e-13	2.5519691339229867e-13	gpa_dsDNA_30nt	7	4	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s7-m4	A-dsDNA	0.64	0.85	0.7	0	0.04	10	0.87	0.21	NA	NA	NA	0.7	0.375	0.37	NA	NA	0.63	0.86	0.14	NA	NA	NA	NA	NA	NA	NA	0.463693	0.65459	0.640223	0.86	0.504607	0.2505	0.1308	0.3005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed8_model_0	4832	273	560	872	3127	1.7478672496606396	1.478956205748998	2.06305821606278	0.5583963302193734	0.24250844492929988	0.39133657257287885	0.7241894528197944	0.16995531403533273	0.31451148321217204	5.089727708642232e-11	7.806330841475817e-11	gpa_dsDNA_30nt	8	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s8-m0	A-dsDNA	0.73	0.86	0.77	0	0.04	10	0.86	0.235	NA	NA	NA	0.77	0.45	0.42	NA	NA	0.73	0.88	0.2	NA	NA	NA	NA	NA	NA	NA	0.59104	0.673469	0.658782	0.88	0.647901	0.3271	0.2727	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed8_model_1	4832	313	589	832	3098	1.9784492582386481	1.6847915369182267	2.3209037716054506	0.6823133349330365	0.296324916290423	0.5216418391882737	0.8419566665471843	0.22654617228933072	0.3656571342830983	7.190586268369983e-17	1.6644875621226814e-16	gpa_dsDNA_30nt	8	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s8-m1	A-dsDNA	0.67	0.84	0.73	0	0.05	10	0.86	0.215	NA	NA	NA	0.73	0.405	0.4	NA	NA	0.66	0.87	0.18	NA	NA	NA	NA	NA	NA	NA	0.52082	0.666353	0.649384	0.87	0.581118	0.3232	0.2226	0.3463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed8_model_2	4832	261	563	884	3124	1.638079226781646	1.3835126473995738	1.9366499269140844	0.4935243522597466	0.21433490287128462	0.32462566180014923	0.6609596385683805	0.14098313360399606	0.2870511237910154	9.867095622246497e-9	1.3628585113600134e-8	gpa_dsDNA_30nt	8	2	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s8-m2	A-dsDNA	0.68	0.84	0.72	0	0.03	10	0.85	0.225	NA	NA	NA	0.73	0.41000000000000003	0.39	NA	NA	0.67	0.85	0.18	NA	NA	NA	NA	NA	NA	NA	0.541459	0.659238	0.642954	0.85	0.58866	0.2925	0.1906	0.3403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed8_model_3	4832	295	554	850	3133	1.9624272261815305	1.665298288818609	2.3100676838770142	0.6741820877863707	0.2927935605236345	0.5100042598301335	0.8372768244841142	0.22149203579137927	0.3636247046989283	7.931276044617693e-16	1.7703741171021637e-15	gpa_dsDNA_30nt	8	3	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s8-m3	A-dsDNA	0.66	0.85	0.71	0	0.03	10	0.86	0.215	NA	NA	NA	0.72	0.395	0.4	NA	NA	0.65	0.87	0.18	NA	NA	NA	NA	NA	NA	NA	0.511868	0.655648	0.637928	0.87	0.550809	0.304	0.1318	0.3398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed8_model_4	4832	291	585	854	3102	1.8066748623032085	1.5339842552516638	2.125117971598936	0.5914880631033452	0.25688000191742527	0.42786843904080263	0.7538273168819796	0.18582090205597848	0.32738304402977775	1.2077086752150901e-12	2.1113788028235842e-12	gpa_dsDNA_30nt	8	4	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s8-m4	A-dsDNA	0.65	0.84	0.7	0	0.03	10	0.86	0.20500000000000002	NA	NA	NA	0.71	0.38	0.38	NA	NA	0.64	0.85	0.15	NA	NA	NA	NA	NA	NA	NA	0.465912	0.636423	0.618641	0.85	0.553894	0.3038	0.161	0.3078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed9_model_0	4832	270	528	875	3159	1.8459766661041073	1.559188592521656	2.182443105770347	0.6130084957538093	0.2662262070656924	0.4441655529464153	0.7804449400162772	0.1928986486961348	0.33894293087838356	9.14663262615577e-13	1.6103226454499596e-12	gpa_dsDNA_30nt	9	0	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s9-m0	A-dsDNA	0.72	0.86	0.76	0	0.03	10	0.87	0.235	NA	NA	NA	0.77	0.44	0.41	NA	NA	0.72	0.88	0.17	NA	NA	NA	NA	NA	NA	NA	0.541301	0.639143	0.627408	0.88	0.63214	0.2578	0.2069	0.3314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed9_model_1	4832	277	541	868	3146	1.8555584409966732	1.5697884772900565	2.190484092719076	0.6181856971134282	0.2684746370478769	0.4509408824428776	0.78412256630483	0.1958411369095247	0.3405401036820044	3.917802274268343e-13	7.097467888167289e-13	gpa_dsDNA_30nt	9	1	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s9-m1	A-dsDNA	0.7	0.85	0.75	0	0.03	10	0.87	0.23	NA	NA	NA	0.75	0.425	0.39	NA	NA	0.7	0.86	0.16	NA	NA	NA	NA	NA	NA	NA	0.538942	0.647683	0.632308	0.86	0.605777	0.2867	0.2319	0.3413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed9_model_2	4832	289	547	856	3140	1.9378005200188597	1.6426131802245505	2.2835038700460455	0.6615535773240098	0.28730906811517365	0.49628837629307193	0.8257110484284502	0.21553530325680575	0.35860175197902466	4.713810763031712e-15	9.659448284901049e-15	gpa_dsDNA_30nt	9	2	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s9-m2	A-dsDNA	0.68	0.85	0.73	0	0.03	10	0.86	0.22	NA	NA	NA	0.74	0.4	0.39	NA	NA	0.68	0.87	0.15	NA	NA	NA	NA	NA	NA	NA	0.482814	0.61826	0.601791	0.87	0.575569	0.2491	0.1653	0.3017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed9_model_3	4832	292	554	853	3133	1.9356519064968325	1.6419046324930773	2.279198318888292	0.6604441723251558	0.2868272596459755	0.49585692925404484	0.8238237666127899	0.2153479281885228	0.35778211590068704	3.2162697948197367e-15	6.645185526487059e-15	gpa_dsDNA_30nt	9	3	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s9-m3	A-dsDNA	0.63	0.84	0.69	0	0.03	10	0.87	0.20500000000000002	NA	NA	NA	0.69	0.37	0.37	NA	NA	0.63	0.85	0.14	NA	NA	NA	NA	NA	NA	NA	0.476427	0.673476	0.65875	0.85	0.509111	0.2515	0.1232	0.3221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_dsDNA_30nt_seed9_model_4	4832	281	564	864	3123	1.8007186976903151	1.5256071005233727	2.1225292441015124	0.5881858617070904	0.25544587407289854	0.4223924295429612	0.7526084172481473	0.1834427013482161	0.32685368264481046	2.9542849113753557e-12	4.95685387814657e-12	gpa_dsDNA_30nt	9	4	gpa	30nt	30	dsDNA	NA	DNA-only	A	A-dsDNA	A-dsDNA-s9-m4	A-dsDNA	0.62	0.85	0.68	0	0.03	10	0.87	0.20500000000000002	NA	NA	NA	0.7	0.365	0.38	NA	NA	0.61	0.88	0.13	NA	NA	NA	NA	NA	NA	NA	0.443171	0.663191	0.648755	0.88	0.506966	0.207	0.1151	0.3071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_2rep_gpc_seed10_model_0	4832	157	327	988	3360	1.6326206507690126	1.323503411193633	2.0080958530679465	0.4901864849622335	0.21288528552264935	0.28028232008527354	0.6971869362817825	0.12172506498807527	0.30278443928221216	3.605246722571111e-6	4.3541627084192165e-6	gpa_ssDNA_30nt_2rep_gpc	10	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s10-m0	A-C-DNA-Rep	0.34	0.42	0.38	0	0.05	10	0.77	0.12	NA	0.41	0.78	0.24	0.14	0.08	0.09	0.19	0.28	0.13	0.01	0.12	0.02	0.53	0.02	0.2	0.29	0.12	0.022592	0.279703	0.099308	0.13	0.151359	0.0768	0.0129	0.0192	0	0	0	0.12	0.084887	0.0671	0.0088	0	0.26729	0.691815	0.434635	0.53	0.421958	0.1773	0.0191	0.2225	0	0	0	0.02	0.017037	0	0	0	0	0	0	0.2	0.127834	0.0463	0.0089	0	0.019723	0.29618	0.019723	0.12	0.153101	0.0697	0.0115	0
gpa_ssDNA_30nt_2rep_gpc_seed10_model_1	4832	148	230	997	3457	2.2307774073941213	1.7804258249249327	2.788722311804045	0.8023501379017914	0.34845623744506116	0.5768525631795789	1.025583538182478	0.25052388506063805	0.44540527136346314	3.4908171662010208e-12	5.8180286103350345e-12	gpa_ssDNA_30nt_2rep_gpc	10	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s10-m1	A-C-DNA-Rep	0.33	0.42	0.37	0	0.04	10	0.77	0.13	NA	0.39	0.78	0.32	0.15	0.19	0.07	0.185	0.3	0.55	0.04	0.08	0.01	0.51	0.02	0.13	0.28	0.24	0.021878	0.273129	0.075765	0.55	0.151913	0.0865	0.0129	0.0312	0	0	0	0.08	0.074284	0.0232	0.0082	0	0.219155	0.657555	0.375686	0.51	0.39247	0.2023	0.0217	0.1812	0	0	0	0.01	0.017245	0	0	0	0	0	0	0.13	0.095897	0.1486	0.009	0	0.01842	0.281861	0.01842	0.24	0.144951	0.065	0.0127	0
gpa_ssDNA_30nt_2rep_gpc_seed10_model_2	4832	128	258	1017	3429	1.6725728253045884	1.3269372527035301	2.100454327593742	0.5143630548552995	0.2233850364185562	0.2828734691556304	0.7421536678030644	0.12285038673111998	0.3223132426511299	1.1425680593925112e-5	1.3473679945666406e-5	gpa_ssDNA_30nt_2rep_gpc	10	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s10-m2	A-C-DNA-Rep	0.33	0.42	0.37	0	0.04	10	0.77	0.14	NA	0.38	0.775	0.23	0.17	0.12	0.07	0.21	0.32	0.08	0.03	0.1	0.01	0.51	0.03	0.11	0.27	0.37	0.022928	0.28128	0.086778	0.08	0.158107	0.0754	0.0141	0.0538	0	0	0	0.1	0.079313	0.051	0.0086	0	0.231238	0.64311	0.371946	0.51	0.395098	0.1254	0.056	0.1865	0	0	0	0.01	0.018074	0.0211	0.008	0	0	0	0	0.11	0.092591	0.0772	0.0086	0	0.019705	0.295505	0.019705	0.37	0.144811	0.0544	0.013	0
