group	n_total_A_mut_interact_DNA	a_exposed_outcome_A_mut_interact_DNA	b_exposed_no_outcome_A_mut_interact_DNA	c_unexp_outcome_A_mut_interact_DNA	d_unexp_no_outcome_A_mut_interact_DNA	odds_ratio_A_mut_interact_DNA	conf_low_A_mut_interact_DNA	conf_high_A_mut_interact_DNA	log_or_ln_A_mut_interact_DNA	log_or_log10_A_mut_interact_DNA	log_conf_low_ln_A_mut_interact_DNA	log_conf_high_ln_A_mut_interact_DNA	log_conf_low_log10_A_mut_interact_DNA	log_conf_high_log10_A_mut_interact_DNA	p_value_A_mut_interact_DNA	p_value_adj_BH_A_mut_interact_DNA	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot	iptm	ptm	ranking_score	has_clash	fraction_disordered	num_recycles	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_2rep_gpc_seed5_model_1	4832	68	155	1077	3532	1.4386215811805623	1.0565768196358394	1.9421692339756715	0.36368541985435016	0.15794657099141163	0.05503426687013298	0.6638055102410296	0.0239010784172897	0.28828707015465166	0.019068934431106035	0.02046023007629403	gpa_ssDNA_30nt_2rep_gpc	5	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s5-m1	A-C-DNA-Rep	0.26	0.42	0.32	0	0.05	10	0.56	0.11	NA	0.43	0.77	0.27	0.1	0.17	0.08	0.145	0.15	0.6	0.01	0.14	0.01	0.31	0.03	0.12	0.23	0.12	0	0	0	0.6	0.092695	0.0344	0.0094	0	0	0	0	0.14	0.099916	0.0319	0.0087	0	0.125347	0.520545	0.163469	0.31	0.243556	0.4014	0.0116	0.0913	0	0	0	0.01	0.018376	0	0	0	0	0	0	0.12	0.096521	0.0822	0.0087	0	0.01842	0.281861	0.01842	0.12	0.140242	0.065	0.012	0
gpa_ssDNA_30nt_2rep_gpc_seed5_model_2	4832	129	415	1016	3272	1.001070160120637	0.8050564460234061	1.2387048640254152	0.0010695879074985985	4.645161261370871e-4	-0.21684288473808147	0.21406636928816933	-0.09417366828173164	0.09296784294291567	0.9999999999999998	1	gpa_ssDNA_30nt_2rep_gpc	5	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s5-m2	A-C-DNA-Rep	0.25	0.42	0.31	0	0.04	10	0.56	0.13	NA	0.47	0.765	0.29	0.12	0.17	0.1	0.15	0.24	0.6	0.02	0.18	0.02	0.29	0.03	0.16	0.23	0.11	0	0	0	0.6	0.129973	0.0352	0.0095	0	0.005079	0.272413	0.005079	0.18	0.126886	0.0395	0.0088	0	0.12572	0.575726	0.176604	0.29	0.234724	0.1641	0.015	0.1063	0	0	0	0.02	0.019777	0.0189	0.0077	0	0	0	0	0.16	0.113655	0.0574	0.0092	0	0	0	0	0.11	0.133339	0.0611	0.0117	0
gpa_ssDNA_30nt_2rep_gpc_seed5_model_3	4832	117	274	1028	3413	1.417570276576156	1.1190551793189938	1.7873096825326817	0.34894433322233337	0.15154459840986892	0.11248473939105463	0.5807115186071655	0.048851501615860375	0.25219980810874953	0.003482144286061071	0.0038181406645406485	gpa_ssDNA_30nt_2rep_gpc	5	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s5-m3	A-C-DNA-Rep	0.25	0.41	0.3	0	0.03	10	0.54	0.12	NA	0.46	0.76	0.27	0.14	0.16	0.09	0.15000000000000002	0.24	0.6	0.01	0.15	0.02	0.22	0.03	0.12	0.31	0.09	0.01867	0.243313	0.01867	0.6	0.134951	0.0452	0.0107	0	0	0	0	0.15	0.100864	0.0314	0.0088	0	0	0	0	0.22	0.155482	0.0722	0.0092	0	0	0	0	0.02	0.018737	0.0187	0.008	0	0	0	0	0.12	0.099126	0.029	0.0085	0	0.021169	0.311451	0.021169	0.09	0.16187000000000001	0.0954	0.0122	0
gpa_ssDNA_30nt_2rep_gpc_seed5_model_4	4832	219	371	926	3316	2.1134922091827475	1.752550801200085	2.54497638439462	0.7483416548020381	0.3250006512588733	0.5610723273524515	0.9341213707431745	0.24367061571778464	0.40568375674166235	5.0487194272820245e-15	1.0261624852199238e-14	gpa_ssDNA_30nt_2rep_gpc	5	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s5-m4	A-C-DNA-Rep	0.24	0.4	0.29	0	0.04	10	0.57	0.13	NA	0.45	0.76	0.27	0.14	0.16	0.09	0.135	0.29	0.57	0.02	0.2	0.02	0.14	0.04	0.1	0.26	0.11	0.019867	0.255151	0.019867	0.57	0.151844	0.0451	0.0101	0	0.005566	0.289418	0.005566	0.2	0.132021	0.0573	0.0089	0	0	0	0	0.14	0.124452	0.226	0.0091	0	0	0	0	0.02	0.020856	0.0201	0.0085	0	0	0	0	0.1	0.091402	0	0	0	0.021982	0.319427	0.048967	0.11	0.149267	0.1307	0.0131	0
gpa_ssDNA_30nt_2rep_gpc_seed6_model_0	4832	90	142	1055	3545	2.1293436281862204	1.6018331332837188	2.8191267907930366	0.7558137764504674	0.3282457524588959	0.47114868172517615	1.036427188344027	0.20461727262923546	0.4501146087923132	1.349268848361495e-7	1.7568604796373631e-7	gpa_ssDNA_30nt_2rep_gpc	6	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s6-m0	A-C-DNA-Rep	0.27	0.42	0.32	0	0.04	10	0.53	0.15	NA	0.37	0.755	0.35	0.18	0.22	0.09	0.15500000000000003	0.35	0.77	0.1	0.18	0.01	0.28	0.03	0.13	0.2	0.13	0.2015	0.417623	0.253032	0.77	0.21572	0.0335	0.0151	0.1187	0.004545	0.250877	0.004545	0.18	0.117339	0.0299	0.0095	0	0.096301	0.481121	0.119437	0.28	0.217114	0.3293	0.0107	0.0702	0	0	0	0.01	0.019183	0	0	0	0	0	0	0.13	0.100691	0.0289	0.0085	0	0	0	0	0.13	0.122935	0.0516	0.0108	0
gpa_ssDNA_30nt_2rep_gpc_seed6_model_1	4832	127	245	1018	3442	1.7524076005057028	1.3870960216609551	2.2060844080621136	0.5609906141461594	0.24363512812319335	0.32721236868477155	0.7912191830467704	0.14210652613028868	0.34362212517321133	2.3151600331160664e-6	2.837205922936356e-6	gpa_ssDNA_30nt_2rep_gpc	6	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s6-m1	A-C-DNA-Rep	0.26	0.41	0.31	0	0.05	10	0.52	0.14	NA	0.37	0.76	0.34	0.16	0.21	0.08	0.165	0.3	0.74	0.08	0.16	0.01	0.27	0.03	0.11	0.3	0.1	0.119737	0.366389	0.185348	0.74	0.192001	0.0449	0.0168	0.0948	0	0	0	0.16	0.110448	0.0313	0.0086	0	0.08793	0.461498	0.107421	0.27	0.21192	0.1881	0.0106	0.0655	0	0	0	0.01	0.018126	0	0	0	0	0	0	0.11	0.0932	0.0205	0.0084	0	0.023121	0.331124	0.023121	0.1	0.160398	0.102	0.0129	0
gpa_ssDNA_30nt_2rep_gpc_seed6_model_2	4832	89	145	1056	3542	2.058458993604863	1.5485377284662816	2.724267164759803	0.7219576415071147	0.313542219874426	0.4373110846588705	1.0021994615835774	0.18992179094247325	0.43524969593215773	5.249611613953447e-7	6.628297492365463e-7	gpa_ssDNA_30nt_2rep_gpc	6	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s6-m2	A-C-DNA-Rep	0.25	0.42	0.31	0	0.06	10	0.5	0.14	NA	0.34	0.78	0.2	0.14	0.09	0.09	0.16	0.29	0.12	0.01	0.17	0.02	0.27	0.03	0.11	0.24	0.22	0.084438	0.33657	0.137812	0.12	0.169024	0.0311	0.014	0.0841	0	0	0	0.17	0.112322	0.0313	0.0088	0	0.082879	0.461689	0.103491	0.27	0.209835	0.2615	0.0109	0.0523	0	0	0	0.02	0.019666	0.019	0.0079	0	0	0	0	0.11	0.092057	0.0476	0.0085	0	0	0	0	0.22	0.135043	0.0873	0.011	0
gpa_ssDNA_30nt_2rep_gpc_seed6_model_3	4832	157	387	988	3300	1.354929263630962	1.103355524069807	1.6583528056864372	0.3037492490066003	0.1319166227258233	0.09835601296858534	0.5058248239959829	0.042715473694261284	0.21967692987113893	0.0032141096912516997	0.0035397683824357922	gpa_ssDNA_30nt_2rep_gpc	6	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s6-m3	A-C-DNA-Rep	0.25	0.41	0.31	0	0.04	10	0.54	0.14	NA	0.37	0.775	0.34	0.18	0.21	0.09	0.155	0.34	0.73	0.09	0.18	0.01	0.29	0.03	0.13	0.27	0.13	0.142469	0.345381	0.169676	0.73	0.192632	0.0616	0.0131	0.0988	0.004866	0.264014	0.004866	0.18	0.117212	0.0366	0.0088	0	0.067436	0.425293	0.085827	0.29	0.210424	0.1637	0.0109	0.0478	0	0	0	0.01	0.018942	0	0	0	0	0	0	0.13	0.097404	0.0458	0.0088	0	0.020283	0.30217	0.020283	0.13	0.143636	0.0643	0.0121	0
gpa_ssDNA_30nt_2rep_gpc_seed6_model_4	4832	163	232	982	3455	2.4713810117258994	1.9849572203893104	3.0718387389143476	0.9047771084529257	0.3929397055534857	0.6855973624657646	1.12227632006459	0.2977511513263052	0.4873984129747391	5.77228904419135e-16	1.3118838736798523e-15	gpa_ssDNA_30nt_2rep_gpc	6	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s6-m4	A-C-DNA-Rep	0.25	0.42	0.3	0	0.04	10	0.51	0.14	NA	0.38	0.78	0.31	0.16	0.21	0.08	0.135	0.34	0.75	0.11	0.17	0.01	0.16	0.03	0.1	0.21	0.09	0.177989	0.372919	0.195464	0.75	0.204042	0.0342	0.0133	0.1115	0	0	0	0.17	0.112076	0.0344	0.0089	0	0	0	0	0.16	0.134092	0.095	0.0091	0	0	0	0	0.01	0.01952	0	0	0	0	0	0	0.1	0.088498	0.0386	0.0084	0	0	0	0	0.09	0.124919	0.0514	0.0107	0
gpa_ssDNA_30nt_2rep_gpc_seed7_model_0	4832	172	276	973	3411	2.184287432732919	1.7712277259445153	2.688293617644396	0.7812896576172275	0.3393097870712428	0.5716729366124284	0.9889066494500518	0.2482744018242051	0.4294767009735909	2.6176244891171475e-13	4.847452757624347e-13	gpa_ssDNA_30nt_2rep_gpc	7	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m0	A-C-DNA-Rep	0.29	0.41	0.34	0	0.04	10	0.69	0.12	NA	0.48	0.765	0.34	0.16	0.21	0.11	0.185	0.26	0.66	0.02	0.24	0.07	0.42	0.03	0.12	0.3	0.2	0.017934	0.235851	0.017934	0.66	0.141605	0.0424	0.0103	0	0	0	0	0.24	0.120614	0.1073	0.0107	0	0.15891	0.641465	0.2174	0.42	0.317146	0.1162	0.0181	0.1704	0	0	0	0.07	0.018833	0	0	0	0	0	0	0.12	0.097242	0	0	0	0.019451	0.293242	0.019451	0.2	0.155716	0.0611	0.0126	0
gpa_ssDNA_30nt_2rep_gpc_seed7_model_1	4832	177	426	968	3261	1.399609242570859	1.1511131570227457	1.6969926719544917	0.33619308521269736	0.1460068017619042	0.1407294368299003	0.5288576680073453	0.06111801785657795	0.22967996692781198	5.996517936249733e-4	6.692542339564435e-4	gpa_ssDNA_30nt_2rep_gpc	7	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m1	A-C-DNA-Rep	0.29	0.41	0.34	0	0.05	10	0.7	0.12	NA	0.46	0.76	0.32	0.12	0.21	0.08	0.16499999999999998	0.24	0.7	0.02	0.12	0.03	0.41	0.03	0.11	0.19	0.2	0	0	0	0.7	0.128824	0.0657	0.0111	0	0	0	0	0.12	0.083954	0.0774	0.0094	0	0.153535	0.61751	0.19131	0.41	0.316545	0.1887	0.0182	0.1584	0	0	0	0.03	0.018007	0	0	0	0	0	0	0.11	0.092585	0.0325	0.0088	0	0	0	0	0.2	0.123905	0	0	0
gpa_ssDNA_30nt_2rep_gpc_seed7_model_2	4832	324	566	821	3121	2.175710780216847	1.8535364760560706	2.55182627039402	0.7773554066566266	0.3376011635886313	0.6170954229704838	0.9368092873008644	0.2680011370038343	0.4068511040704835	1.900908103794171e-21	4.613854620859638e-21	gpa_ssDNA_30nt_2rep_gpc	7	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m2	A-C-DNA-Rep	0.28	0.44	0.33	0	0.04	10	0.63	0.13	NA	0.45	0.765	0.37	0.19	0.23	0.09	0.20500000000000002	0.36	0.7	0.03	0.16	0.03	0.35	0.03	0.13	0.36	0.24	0.020572	0.261992	0.072491	0.7	0.181989	0.0636	0.0106	0	0	0	0	0.16	0.102424	0.1182	0.0095	0	0.139104	0.610033	0.18746	0.35	0.268593	0.1735	0.0142	0.1395	0	0	0	0.03	0.019086	0	0	0	0	0	0	0.13	0.101326	0.0313	0.0087	0	0.023121	0.331124	0.067518	0.24	0.188136	0.0803	0.0139	0
gpa_ssDNA_30nt_2rep_gpc_seed7_model_3	4832	422	508	723	3179	3.651395911674561	3.1262860699589923	4.264645200044208	1.2951095360369431	0.5624589249611252	1.139845740914901	1.4503589887480293	0.49502871550026517	0.6298829055920496	1.4796390200493759e-60	1.1209386515525576e-59	gpa_ssDNA_30nt_2rep_gpc	7	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m3	A-C-DNA-Rep	0.29	0.4	0.33	0	0.05	10	0.69	0.12	NA	0.44	0.755	0.36	0.14	0.21	0.11	0.16	0.35	0.68	0.03	0.23	0.06	0.39	0.04	0.13	0.19	0.17	0	0	0	0.68	0.162269	0.0725	0.0106	0	0	0	0	0.23	0.119616	0.0878	0.0104	0	0.136835	0.594093	0.172155	0.39	0.296744	0.152	0.0138	0.1168	0	0	0	0.06	0.019613	0	0	0	0	0	0	0.13	0.097006	0.0537	0.0088	0	0	0	0	0.17	0.125454	0	0	0
gpa_ssDNA_30nt_2rep_gpc_seed7_model_4	4832	177	402	968	3285	1.4940603255259395	1.2271166972828385	1.8141899906733028	0.40149746442685325	0.17436813329872952	0.20466726901628765	0.5956390819711083	0.08888586555998211	0.258682766505971	5.788877373536714e-5	6.70008955270453e-5	gpa_ssDNA_30nt_2rep_gpc	7	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m4	A-C-DNA-Rep	0.22	0.41	0.28	0	0.04	10	0.65	0.11	NA	0.46	0.76	0.25	0.12	0.18	0.07	0.13	0.22	0.67	0.02	0.08	0.02	0.16	0.02	0.11	0.25	0.1	0	0	0	0.67	0.119262	0.0598	0.0103	0	0	0	0	0.08	0.072675	0.0198	0.0084	0	0	0	0	0.16	0.134081	0.1252	0.0088	0	0	0	0	0.02	0.017436	0	0	0	0	0	0	0.11	0.091238	0.0861	0.0089	0	0.021791	0.31784	0.026646	0.1	0.158703	0.0646	0.0121	0
gpa_ssDNA_30nt_2rep_gpc_seed8_model_0	4832	149	245	996	3442	2.101362329111374	1.681801261918217	2.6192559818516856	0.7425858625445066	0.32250094244244587	0.5198653987542414	0.9628903010515881	0.2257746740114007	0.41817794442486567	5.547141968239502e-11	8.456009097926069e-11	gpa_ssDNA_30nt_2rep_gpc	8	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m0	A-C-DNA-Rep	0.26	0.42	0.32	0	0.04	10	0.54	0.12	NA	0.41	0.78	0.32	0.14	0.18	0.11	0.175	0.22	0.66	0.02	0.19	0.02	0.31	0.03	0.15	0.33	0.12	0	0	0	0.66	0.121218	0.0312	0.0095	0	0.005224	0.278076	0.005224	0.19	0.130574	0.0337	0.0088	0	0.206409	0.682793	0.263917	0.31	0.265934	0.1375	0.023	0.2285	0	0	0	0.02	0.019455	0.0183	0.008	0	0	0	0	0.15	0.10859	0.0514	0.0092	0	0.021791	0.31784	0.021791	0.12	0.173745	0.1064	0.0128	0
gpa_ssDNA_30nt_2rep_gpc_seed8_model_1	4832	3	3	1142	3684	3.2249353708894204	0.4313594275544078	24.1110477931638	1.1709129100126434	0.5085210156077699	-0.8408135977706995	3.1826701501108112	-0.3651607058210351	1.3822160839113196	0.1492306283574929	0.15480355638744078	gpa_ssDNA_30nt_2rep_gpc	8	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m1	A-C-DNA-Rep	0.25	0.42	0.3	0	0.04	10	0.53	0.12	NA	0.45	0.775	0.3	0.11	0.18	0.12	0.16	0.1	0.71	0	0.25	0.02	0.31	0.03	0.15	0.33	0.11	0	0	0	0.71	0.079002	0	0	0	0.005999	0.302931	0.025778	0.25	0.15828	0.027	0.0097	0.0278	0.209458	0.681418	0.257494	0.31	0.265569	0.0939	0.0269	0.2132	0	0	0	0.02	0.019464	0.0185	0.0083	0	0	0	0	0.15	0.10869	0.0728	0.0088	0	0.0242	0.341546	0.124469	0.11	0.185359	0.1235	0.0152	0
gpa_ssDNA_30nt_2rep_gpc_seed8_model_2	4832	55	31	1090	3656	5.948048765380548	3.7412127353698215	9.611652546613639	1.7830632271824152	0.7743745204499273	1.3194098196593413	2.2629761693446384	0.5730124040470165	0.9827980630249351	1.29557433624345e-15	2.7921860694901943e-15	gpa_ssDNA_30nt_2rep_gpc	8	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m2	A-C-DNA-Rep	0.25	0.42	0.3	0	0.03	10	0.53	0.11	NA	0.43	0.775	0.26	0.11	0.12	0.11	0.155	0.15	0.4	0.01	0.26	0.02	0.31	0.03	0.13	0.29	0.1	0	0	0	0.4	0.09746	0.0215	0.0094	0	0.006126	0.30797	0.032386	0.26	0.162456	0.034	0.0096	0.0272	0.23372	0.704731	0.288137	0.31	0.270286	0.2209	0.0129	0.2497	0	0	0	0.02	0.019701	0.0183	0.0077	0	0	0	0	0.13	0.098511	0.0369	0.0086	0	0.020177	0.300896	0.026385	0.1	0.162846	0.0729	0.0143	0
gpa_ssDNA_30nt_2rep_gpc_seed8_model_3	4832	104	210	1041	3477	1.6539304694550228	1.2814306777919648	2.1246613538738792	0.5031545579035103	0.21851724804196473	0.24797717077588594	0.7536124267938863	0.10769511690594759	0.32728971845030314	8.628437250759449e-5	9.849814213195718e-5	gpa_ssDNA_30nt_2rep_gpc	8	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m3	A-C-DNA-Rep	0.24	0.41	0.29	0	0.04	10	0.54	0.13	NA	0.46	0.765	0.32	0.14	0.18	0.1	0.145	0.25	0.66	0.04	0.27	0.02	0.28	0.03	0.12	0.26	0.1	0.018925	0.24587	0.018925	0.66	0.134649	0.0412	0.0102	0	0.005797	0.297983	0.022017	0.27	0.164716	0.0452	0.0089	0.0135	0.117681	0.549756	0.147473	0.28	0.227168	0.2378	0.0104	0.1298	0	0	0	0.02	0.018564	0	0	0	0	0	0	0.12	0.096106	0	0	0	0.02	0.299156	0.02	0.1	0.141379	0.1184	0.0116	0
gpa_ssDNA_30nt_2rep_gpc_seed8_model_4	4832	110	190	1035	3497	1.955880788453662	1.5163300043887846	2.513312076014093	0.6708406231569739	0.2913423808736126	0.4162929445263503	0.921601435496661	0.18079372866305046	0.4002464179503155	1.7559695553399123e-7	2.2512430196665544e-7	gpa_ssDNA_30nt_2rep_gpc	8	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m4	A-C-DNA-Rep	0.22	0.42	0.29	0	0.05	10	0.53	0.13	NA	0.45	0.76	0.3	0.13	0.19	0.11	0.155	0.21	0.68	0.03	0.2	0.01	0.22	0.03	0.2	0.26	0.12	0	0	0	0.68	0.114973	0.04	0.0096	0	0.004884	0.264476	0.004884	0.2	0.133604	0.0336	0.0089	0	0.005513	0.412993	0.005513	0.22	0.164515	0.0886	0.0099	0	0	0	0	0.01	0.018245	0.0186	0.0078	0	0	0	0	0.2	0.118026	0.053900000000000003	0.0088	0	0.017934	0.276386	0.017934	0.12	0.150327	0.1022	0.0109	0
gpa_ssDNA_30nt_2rep_gpc_seed9_model_0	4832	141	143	1004	3544	3.479104511069732	2.70818577007598	4.4700029557607115	1.246774936267528	0.5414674749962659	0.9962789531683129	1.4973890698692658	0.4326784517973466	0.650307810306465	1.3119104611471422e-22	3.2154668165371136e-22	gpa_ssDNA_30nt_2rep_gpc	9	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m0	A-C-DNA-Rep	0.27	0.42	0.32	0	0.04	10	0.57	0.14	NA	0.43	0.77	0.31	0.15	0.17	0.11	0.16	0.25	0.56	0.03	0.25	0.02	0.34	0.03	0.14	0.31	0.14	0.01977	0.254076	0.01977	0.56	0.143335	0.0337	0.0107	0	0.005514	0.28832	0.009634	0.25	0.149902	0.046	0.0091	0	0.205942	0.672136	0.251531	0.34	0.280807	0.1019	0.0587	0.2204	0	0	0	0.02	0.020072	0	0	0	0	0	0	0.14	0.107971	0.0267	0.0086	0	0.020772	0.306503	0.043126	0.14	0.163565	0.0705	0.0133	0
gpa_ssDNA_30nt_2rep_gpc_seed9_model_1	4832	100	141	1045	3546	2.406079611782952	1.8258280972245557	3.1617035802953932	0.8779987058591578	0.38130999307282853	0.6020336360240564	1.1511109900208936	0.26145988604539844	0.49992115102426327	4.236389485817511e-10	6.121950124013744e-10	gpa_ssDNA_30nt_2rep_gpc	9	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m1	A-C-DNA-Rep	0.26	0.42	0.31	0	0.04	10	0.56	0.14	NA	0.45	0.755	0.32	0.14	0.17	0.11	0.16	0.27	0.59	0.04	0.24	0.02	0.33	0.03	0.13	0.26	0.13	0.021071	0.266103	0.030021	0.59	0.154761	0.0489	0.0121	0	0.005453	0.286217	0.011391	0.24	0.148939	0.0414	0.0095	0	0.214932	0.664981	0.252252	0.33	0.277911	0.1683	0.0309	0.2071	0	0	0	0.02	0.02011	0	0	0	0	0	0	0.13	0.101599	0.0272	0.0087	0	0.024769	0.346916	0.145968	0.13	0.161874	0.0678	0.0153	0.0111
gpa_ssDNA_30nt_2rep_gpc_seed9_model_2	4832	125	224	1020	3463	1.894395518375437	1.4926988678521915	2.395890120257907	0.6388997999823256	0.2774706576214153	0.4005858022004094	0.8737548195429801	0.17397220342442532	0.37946689666388783	1.3669921822071844e-7	1.7707152619264045e-7	gpa_ssDNA_30nt_2rep_gpc	9	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m2	A-C-DNA-Rep	0.26	0.41	0.31	0	0.04	10	0.55	0.14	NA	0.41	0.75	0.31	0.15	0.17	0.1	0.16	0.28	0.6	0.04	0.2	0.02	0.32	0.04	0.13	0.25	0.12	0.021958	0.274156	0.07921	0.6	0.163782	0.0397	0.0114	0.0042	0.005231	0.278255	0.005231	0.2	0.131189	0.0371	0.0091	0	0.188159	0.650502	0.226475	0.32	0.265794	0.0989	0.0189	0.1856	0	0	0	0.02	0.020913	0.0221	0.0083	0	0	0	0	0.13	0.099467	0.053900000000000003	0.0086	0	0.020383	0.303214	0.031739	0.12	0.149844	0.048	0.0123	0
gpa_ssDNA_30nt_2rep_gpc_seed9_model_3	4832	127	331	1018	3356	1.2648269294663579	1.0103767208614918	1.5762040011192768	0.23493529816840497	0.10203110359883343	0.010323252261307285	0.4550194253933178	0.00448333149238102	0.1976124256071063	0.03745935054287539	0.03968151540558834	gpa_ssDNA_30nt_2rep_gpc	9	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m3	A-C-DNA-Rep	0.25	0.41	0.3	0	0.04	10	0.55	0.12	NA	0.42	0.765	0.2	0.13	0.08	0.1	0.16	0.22	0.13	0.02	0.2	0.03	0.31	0.03	0.14	0.3	0.14	0.020572	0.261992	0.020572	0.13	0.12891	0.0313	0.0109	0	0.005005	0.269524	0.005005	0.2	0.119652	0.0431	0.0088	0	0.172533	0.620792	0.206247	0.31	0.254059	0.1156	0.0362	0.1572	0	0	0	0.03	0.020561	0.0195	0.0079	0	0	0	0	0.14	0.10638	0.0211	0.0086	0	0.020867	0.308317	0.02903	0.14	0.161362	0.0695	0.0117	0
